Czas,Temperatura procesora
 08-06-2024 12:54:04, 42.625              
 08-06-2024 12:54:05, 42.625              
 08-06-2024 12:54:06, 42.500              
 08-06-2024 12:54:07, 42.875              
 08-06-2024 12:54:08, 43.125              
 08-06-2024 12:54:09, 49.125              
 08-06-2024 12:54:10, 53.125              
 08-06-2024 12:54:11, 53.000              
 08-06-2024 12:54:12, 52.250              
 08-06-2024 12:54:13, 52.125              
 08-06-2024 12:54:14, 51.250              
 08-06-2024 12:54:15, 51.750              
 08-06-2024 12:54:16, 50.875              
 08-06-2024 12:54:17, 51.500              
 08-06-2024 12:54:18, 50.500              
 08-06-2024 12:54:19, 51.500              
 08-06-2024 12:54:20, 50.375              
 08-06-2024 12:54:21, 52.000              
 08-06-2024 12:54:22, 51.250              
 08-06-2024 12:54:23, 52.625              
 08-06-2024 12:54:24, 51.625              
 08-06-2024 12:54:25, 53.125              
 08-06-2024 12:54:26, 52.125              
 08-06-2024 12:54:27, 52.750              
 08-06-2024 12:54:28, 51.500              
 08-06-2024 12:54:29, 52.000              
 08-06-2024 12:54:30, 50.875              
 08-06-2024 12:54:31, 51.875              
 08-06-2024 12:54:32, 50.875              
 08-06-2024 12:54:33, 51.750              
 08-06-2024 12:54:34, 50.625              
 08-06-2024 12:54:35, 51.625              
 08-06-2024 12:54:36, 50.500              
 08-06-2024 12:54:37, 51.375              
 08-06-2024 12:54:38, 50.250              
 08-06-2024 12:54:39, 51.375              
 08-06-2024 12:54:40, 50.375              
 08-06-2024 12:54:41, 51.125              
 08-06-2024 12:54:42, 50.250              
 08-06-2024 12:54:43, 51.750              
 08-06-2024 12:54:44, 50.625              
 08-06-2024 12:54:45, 51.500              
 08-06-2024 12:54:46, 50.500              
 08-06-2024 12:54:47, 51.375              
 08-06-2024 12:54:48, 50.375              
 08-06-2024 12:54:49, 52.125              
 08-06-2024 12:54:50, 51.000              
 08-06-2024 12:54:51, 51.750              
 08-06-2024 12:54:52, 50.750              
 08-06-2024 12:54:53, 51.750              
 08-06-2024 12:54:54, 50.750              
 08-06-2024 12:54:55, 51.875              
 08-06-2024 12:54:56, 50.750              
 08-06-2024 12:54:57, 52.875              
 08-06-2024 12:54:58, 51.875              
 08-06-2024 12:54:59, 52.500              
 08-06-2024 12:55:00, 51.500              
 08-06-2024 12:55:01, 52.750              
 08-06-2024 12:55:02, 51.750              
 08-06-2024 12:55:03, 52.625              
 08-06-2024 12:55:04, 51.750              
 08-06-2024 12:55:05, 52.000              
 08-06-2024 12:55:06, 51.375              
 08-06-2024 12:55:07, 51.875              
 08-06-2024 12:55:08, 51.500              
 08-06-2024 12:55:09, 52.000              
 08-06-2024 12:55:10, 51.625              
 08-06-2024 12:55:11, 51.250              
 08-06-2024 12:55:12, 51.375              
 08-06-2024 12:55:13, 51.125              
 08-06-2024 12:55:14, 51.375              
 08-06-2024 12:55:15, 51.000              
 08-06-2024 12:55:16, 51.625              
 08-06-2024 12:55:17, 51.250              
 08-06-2024 12:55:18, 51.875              
 08-06-2024 12:55:19, 51.125              
 08-06-2024 12:55:20, 52.250              
 08-06-2024 12:55:21, 51.125              
 08-06-2024 12:55:22, 53.000              
 08-06-2024 12:55:23, 51.875              
 08-06-2024 12:55:24, 53.125              
 08-06-2024 12:55:25, 52.125              
 08-06-2024 12:55:26, 53.250              
 08-06-2024 12:55:27, 52.500              
 08-06-2024 12:55:28, 54.500              
 08-06-2024 12:55:29, 53.625              
 08-06-2024 12:55:30, 55.500              
 08-06-2024 12:55:31, 54.375              
 08-06-2024 12:55:32, 55.250              
 08-06-2024 12:55:33, 54.000              
 08-06-2024 12:55:34, 54.750              
 08-06-2024 12:55:35, 53.625              
 08-06-2024 12:55:36, 54.625              
 08-06-2024 12:55:37, 53.750              
 08-06-2024 12:55:38, 54.625              
 08-06-2024 12:55:39, 53.625              
 08-06-2024 12:55:40, 54.750              
